Sort	Order	Family	Subfamily	Genus	Species	Type Species?	Exemplar Accession Number	Exemplar Isolate	Genome Composition	Last Change	MSL of Last Change	Proposal	Taxon History URL
103	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Oriboca orthobunyavirus	0		Itaquí virus (ITQV), Oriboca virus (ORIV)	ssRNA(-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162157
104	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Oropouche orthobunyavirus	0		Facey’s Paddock virus (FPV), Iquitos virus (IQTV), Madre de Dios virus (MDDV), Oropouche virus (OROV), Perdões virus, Pintupo virus, Utinga virus (UTIV), Utive virus (UVV/UTVEV)	ssRNA(-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162158
105	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Patois orthobunyavirus	0		Abras virus (ABRV), Babahoya virus (BABV), Pahayokee virus (PAHV), Patois virus (PATV), Shark River virus (SRV)	ssRNA(-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162159
106	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Sathuperi orthobunyavirus	0		Douglas virus (DOUV), Sathuperi virus (SATV), Schmallenberg virus (SBV)	ssRNA(-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162160
107	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Shamonda orthobunyavirus	0		Peaton virus (PEAV), Sango virus (SANV), Shamonda virus (SHAV)	ssRNA(-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162161
108	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Shuni orthobunyavirus	0		Aino virus (AINOV), Kaikalur virus (KAIV), Shuni virus (SHUV)	ssRNA(-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162162
109	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Simbu orthobunyavirus	0		Simbu virus (SIMV)	ssRNA(-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162163
110	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Tacaiuma orthobunyavirus	0		CoAr 1071 virus (CA1071V), CoAr 3627 virus (CA3627V), Tacaiuma virus (TCMV), Virgin River virus (VRV)	ssRNA(-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162164
111	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Tete orthobunyavirus	0		Bahig virus (BAHV), Matruh virus (MTRV), Tete virus (TETEV), Tsuruse virus (TSUV), Weldona virus (WELV)	ssRNA(-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162165
112	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Thimiri orthobunyavirus	0		Thimiri virus (THIV)	ssRNA(-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162166
113	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Timboteua orthobunyavirus	0		Timboteua virus (TBTV)	ssRNA(-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162167
114	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Turlock orthobunyavirus	0		Lednice virus (LEDV), Turlock virus (TURV), Umbre virus (UMBV)	ssRNA(-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162168
115	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Wyeomyia orthobunyavirus	0		Anhembi virus (AMBV), BeAr 328208 virus (BAV), Cachoeira Porteira virus (CPOV), Iaco virus (IACOV), Macaua virus (MCAV), Rio Pracupi virus, Sororoca virus (SORV), Taiassui virus (TAIAV), Tucunduba virus (TUCV), Wyeomyia virus (WYOV)	ssRNA(-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162169
116	Bunyavirales	Peribunyaviridae		Orthobunyavirus	Zegla orthobunyavirus	0		Zegla virus (ZEGV)	ssRNA(-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162170
117	Bunyavirales	Phasmaviridae		Orthophasmavirus	Kigluaik phantom orthophasmavirus	1	L:KJ434182,M:KJ434183,S:KJ434184	Kigluaik phantom virus G10N	ssRNA(-)	New,	31	2016.028a-dM.A.v3.Orthophasmavirus	ICTVonline=20164807
118	Bunyavirales	Phasmaviridae		Orthophasmavirus	Nome phantom orthophasmavirus	0	L:KJ434185,L:KJ434186,M:KJ434187	Nome phantom virus TE13	ssRNA(-)	New,	31	2016.028a-dM.A.v3.Orthophasmavirus	ICTVonline=20164808
119	Bunyavirales	Phasmaviridae		Orthophasmavirus	Shuangao insect orthophasmavirus 2	0	L:KM817680, M:KM817715, S1:KM817740, S2:KM817741	Shuāngào insect virus 2 QSA03	ssRNA(-)	New,	31	2016.028a-dM.A.v3.Orthophasmavirus	ICTVonline=20164809
120	Bunyavirales	Phasmaviridae		Orthophasmavirus	Wuchang cockroach orthophasmavirus 1	0	L:KM817688,M:KM817721,S:KM817748	Wǔchāng cockroach virus 1 ECZL-5	ssRNA(-)	New,	31	2016.028a-dM.A.v3.Orthophasmavirus	ICTVonline=20164810
121	Bunyavirales	Phasmaviridae		Orthophasmavirus	Wuhan mosquito orthophasmavirus 1	0	L:KM817697,M:KM817726,S:KM817758	Wǔhàn mosquito virus 1 WT3-15	ssRNA(-)	New,	31	2016.028a-dM.A.v3.Orthophasmavirus	ICTVonline=20164811
122	Bunyavirales	Phasmaviridae		Orthophasmavirus	Wuhan mosquito orthophasmavirus 2	0	L:KM817698,M:KM817727,S:KM817759	Wǔhàn mosquito virus 2 QN2-7	ssRNA(-)	New,	31	2016.028a-dM.A.v3.Orthophasmavirus	ICTVonline=20164812
123	Bunyavirales	Phenuiviridae		Goukovirus	Cumuto goukovirus	0	L:KF543244,M:KF543245,S:KF543246	Cumuto virus TR7094	ssRNA(-)	New,	31	2016.022a-dM.A.v2.Goukovirus	ICTVonline=20164813
124	Bunyavirales	Phenuiviridae		Goukovirus	Gouleako goukovirus	1	L:HQ541738,M:HQ541737,S:HQ541736	Gouléako virus A5/CI/2004	ssRNA(-)	New,	31	2016.022a-dM.A.v2.Goukovirus	ICTVonline=20164814
125	Bunyavirales	Phenuiviridae		Goukovirus	Yichang insect goukovirus	0	L:KM817703,M:KM817730,S:KM817763	Yíchāng insect virus YCYC01	ssRNA(-)	New,	31	2016.022a-dM.A.v2.Goukovirus	ICTVonline=20164815
126	Bunyavirales	Phenuiviridae		Phasivirus	Badu phasivirus	1	L:KT693187,M:KT693188,S:KT693189	Badu virus TS6347	ssRNA(-)	New,	31	2016.027a-dM.A.v2.Phasivirus	ICTVonline=20164816
127	Bunyavirales	Phenuiviridae		Phasivirus	Phasi Charoen-like phasivirus	0	L:KR003786,M:KR003784,S:KR003785	Phasi Charoen-like virus Rio	ssRNA(-)	New,	31	2016.027a-dM.A.v2.Phasivirus	ICTVonline=20164817
128	Bunyavirales	Phenuiviridae		Phasivirus	Wuhan fly phasivirus	0	L:KM817689,M:KM817722,S:KM817749	Wǔhàn fly virus SYY1-9	ssRNA(-)	New,	31	2016.027a-dM.A.v2.Phasivirus	ICTVonline=20164818
129	Bunyavirales	Phenuiviridae		Phasivirus	Wutai mosquito phasivirus	0	L:KM817700,M:KM817728,S:KM817761	Wǔtái mosquito virus QN3-5	ssRNA(-)	New,	31	2016.027a-dM.A.v2.Phasivirus	ICTVonline=20164819
130	Bunyavirales	Phenuiviridae		Phlebovirus	Bujaru phlebovirus	0		Bujaru virus (BUJV), Munguba virus (MUNV)	ssRNA(+/-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162172
131	Bunyavirales	Phenuiviridae		Phlebovirus	Candiru phlebovirus	0		Alenquer virus (ALEV), Ariquemes virus (ARQV), Candiru virus (CDUV), Itaituba virus (ITAV), Jacunda virus (JCNV), Maldonado virus (MLOV), Morumbi virus (MR(M), BV), Mucura virus (MCRV/MRAV), Nique virus (NIQV), Oriximiná virus (ORXV), Serra Norte virus (SRNV), Turuna virus (TUAV)	ssRNA(+/-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162173
132	Bunyavirales	Phenuiviridae		Phlebovirus	Chilibre phlebovirus	0		Cacao virus (CACV), Chilibre (CHIV)	ssRNA(+/-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162174
133	Bunyavirales	Phenuiviridae		Phlebovirus	Frijoles phlebovirus	0		Frijoles virus (FRIV), Joa virus (JOAV)	ssRNA(+/-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162175
134	Bunyavirales	Phenuiviridae		Phlebovirus	Punta Toro phlebovirus	0		Buenaventura virus (BUEV), Capira virus (CAPIV), Cocle virus (CCLV), Leticia virus (LTCV), Punta Toro virus (PTV)	ssRNA(+/-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162176
135	Bunyavirales	Phenuiviridae		Phlebovirus	Rift Valley fever phlebovirus	1		Rift Valley fever virus (RVFV)	ssRNA(+/-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162177
136	Bunyavirales	Phenuiviridae		Phlebovirus	Salehabad phlebovirus	0		Adana virus, Adria virus (ADRV), Arbia virus (ARBV), Arumowot virus (AMTV), Medjerda Valley virus, Odrenisrou virus (ODRV), Olbia virus (OLBV), Salehabad virus (SALV)	ssRNA(+/-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162178
137	Bunyavirales	Phenuiviridae		Phlebovirus	Sandfly fever Naples phlebovirus	0		Fermo virus, Gordil virus (GORV), Granada virus (GR(A), V), Massil(i), a virus (MASLV), Punique virus (PUNV), Saddaguia virus (SADV), Saint-Floris virus (SAFV), sandfly fever Naples virus (SFNV), Tehran virus (TEHV), Toscana virus (TOSV), Zerdali virus	ssRNA(+/-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162179
138	Bunyavirales	Phenuiviridae		Phlebovirus	SFTS phlebovirus	0	L segment: (HM745930), M segment: (HM745931), S segment: (HM745932)	severe fever with thrombocytopenia virus (SFTSV)	ssRNA(+/-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162180
139	Bunyavirales	Phenuiviridae		Phlebovirus	Uukuniemi phlebovirus	0		Chizé virus (CHZV), EgAN 1825-61 virus (EGAV), Fin V 707 virus (FINV), Oceanside virus (OCV), Ponteves virus (PTVV), Rukutama virus (RUKV), St. Abbs Head virus (SAHV), Tunis virus (TUNV), Uukuniemi virus (UUKV), Zaliv Terpenyia virus (ZTV)	ssRNA(+/-)	Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162181
140	Bunyavirales	Phenuiviridae		Tenuivirus	Echinochloa hoja blanca tenuivirus	0	RNA3: L75930, RNA4: L48441, RNA5: L47430	de Miranda	ssRNA(-)	Renamed,Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20164529
141	Bunyavirales	Phenuiviridae		Tenuivirus	Iranian wheat stripe tenuivirus	0	RNA2: AY312434, RNA3: AY312435, RNA4: AY312436	Heydarnejad	ssRNA(-)	Renamed,Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20164530
142	Bunyavirales	Phenuiviridae		Tenuivirus	Maize stripe tenuivirus	0	RNA2: U53224, RNA3: M57426, RNA4: S40180, RNA5: S58504	Huiet	ssRNA(-)	Renamed,Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20164531
143	Bunyavirales	Phenuiviridae		Tenuivirus	Rice grassy stunt tenuivirus	0	RNA1: AB009656, RNA2: AB010376, RNA3: AB010377, RNA4: AB010378, RNA5: AB000403, RNA6: AB000404	IRRI	ssRNA(-)	Renamed,Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20164532
144	Bunyavirales	Phenuiviridae		Tenuivirus	Rice hoja blanca tenuivirus	0	RNA2: L54073, RNA3: AF004658, RNA3: L07940, RNA4: L14952, RNA4: AF004657	Costa Rica	ssRNA(-)	Renamed,Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20164533
145	Bunyavirales	Phenuiviridae		Tenuivirus	Rice stripe tenuivirus	1	RNA1: D31879, RNA2: D13176, RNA3: X53563, RNA4: D10979	T	ssRNA(-)	Renamed,Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20164534
146	Bunyavirales	Phenuiviridae		Tenuivirus	Urochloa hoja blanca tenuivirus	0	RNA3: U82447, RNA4: U82446	Costa Rica	ssRNA(-)	Renamed,Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20164535
147	Bunyavirales	Tospoviridae		Orthotospovirus	Groundnut bud necrosis orthotospovirus	0	L: AF025538, M: U42555, S: U27809	groundnut bud necrosis virus (GBNV)	ssRNA(+/-)	Renamed,Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162183
148	Bunyavirales	Tospoviridae		Orthotospovirus	Groundnut ringspot orthotospovirus	0		groundnut ringspot virus (GRSV)	ssRNA(+/-)	Renamed,Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162184
149	Bunyavirales	Tospoviridae		Orthotospovirus	Groundnut yellow spot orthotospovirus	0		groundnut yellow spot virus (GYSV	ssRNA(+/-)	Renamed,Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162185
150	Bunyavirales	Tospoviridae		Orthotospovirus	Impatiens necrotic spot orthotospovirus	0	L: X93218, M: M74904, S: X66972	impatiens necrotic spot virus (INSV)	ssRNA(+/-)	Renamed,Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162186
151	Bunyavirales	Tospoviridae		Orthotospovirus	Iris yellow spot orthotospovirus	0	L: FJ623474, M: AF214014, S: AF001387	iris yellow spot virus (IYSV)	ssRNA(+/-)	Renamed,Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162187
152	Bunyavirales	Tospoviridae		Orthotospovirus	Polygonum ringspot orthotospovirus	0	L: KJ541746, M: KJ541745, S: KJ541744	polygonum ringspot virus (PolRSV)	ssRNA(+/-)	Renamed,Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162188
153	Bunyavirales	Tospoviridae		Orthotospovirus	Tomato chlorotic spot orthotospovirus	0	L: HQ700667	tomato chlorotic spot virus (TCSV)	ssRNA(+/-)	Renamed,Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162189
154	Bunyavirales	Tospoviridae		Orthotospovirus	Tomato spotted wilt orthotospovirus	1	L: D10066, M: S48091, S: D00645	tomato spotted wilt virus (TSWV)	ssRNA(+/-)	Renamed,Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162190
155	Bunyavirales	Tospoviridae		Orthotospovirus	Watermelon bud necrosis orthotospovirus	0	L: GU735408, M: GU584185, S: GU584184	watermelon bud necrosis virus (WBNV)	ssRNA(+/-)	Renamed,Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162191
156	Bunyavirales	Tospoviridae		Orthotospovirus	Watermelon silver mottle orthotospovirus	0	L: AF133128, M: U75379, S: U78734	watermelon silver mottle virus (WSMoV)	ssRNA(+/-)	Renamed,Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162192
157	Bunyavirales	Tospoviridae		Orthotospovirus	Zucchini lethal chlorosis orthotospovirus	0		zucchini lethal chlorosis virus (ZLCV)	ssRNA(+/-)	Renamed,Moved,	31	2016.030a-vM.A.v6.Bunyavirales	ICTVonline=20162193
158	Caudovirales	Myoviridae	Eucampyvirinae	Cp220virus	Campylobacter virus CP21	0	HE815464		dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160005
159	Caudovirales	Myoviridae	Eucampyvirinae	Cp220virus	Campylobacter virus CP220	1	FN667788		dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160006
160	Caudovirales	Myoviridae	Eucampyvirinae	Cp220virus	Campylobacter virus CPt10	0	FN667789		dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160007
161	Caudovirales	Myoviridae	Eucampyvirinae	Cp220virus	Campylobacter virus IBB35	0	HM246720		dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160008
162	Caudovirales	Myoviridae	Eucampyvirinae	Cp8virus	Campylobacter virus CP81	1	FR823450		dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160010
163	Caudovirales	Myoviridae	Eucampyvirinae	Cp8virus	Campylobacter virus CP30A	0	JX569801	Campylobacter phage CP30A	dsDNA	New,	31	2016.069a-wB.A.v5.Caudovirales_38sp	ICTVonline=20164820
164	Caudovirales	Myoviridae	Eucampyvirinae	Cp8virus	Campylobacter virus CPX	0	JN132397		dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160011
165	Caudovirales	Myoviridae	Eucampyvirinae	Cp8virus	Campylobacter virus NCTC12673	0	GU296433		dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160012
166	Caudovirales	Myoviridae	Ounavirinae	Ea214virus	Erwinia virus Ea214	1	EU710883		dsDNA	Moved,	31	2016.031a-rB.A.v2.Ounavirinae	ICTVonline=20160176
167	Caudovirales	Myoviridae	Ounavirinae	Ea214virus	Erwinia virus M7	0	HQ728263	Erwinia phage vB_EamM-M7	dsDNA	New,	31	2016.031a-rB.A.v2.Ounavirinae	ICTVonline=20164821
168	Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Escherichia virus AYO145A	0	KR014248	Escherichia phage vB_EcoM_AYO145A	dsDNA	Moved,	31	2016.031a-rB.A.v2.Ounavirinae	ICTVonline=20160177
169	Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Escherichia virus EC6	0	JX560968	Escherichia phage EC6	dsDNA	Moved,	31	2016.031a-rB.A.v2.Ounavirinae	ICTVonline=20160178
170	Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Escherichia virus HY02	0	KM092515	Escherichia phage HY02	dsDNA	New,	31	2016.031a-rB.A.v2.Ounavirinae	ICTVonline=20164822
171	Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Escherichia virus JH2	0	KF055347	Escherichia phage JH2	dsDNA	Moved,	31	2016.031a-rB.A.v2.Ounavirinae	ICTVonline=20160179
172	Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Escherichia virus TP1	0	KP869100	Escherichia typing phage 1	dsDNA	New,	31	2016.031a-rB.A.v2.Ounavirinae	ICTVonline=20164823
173	Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Escherichia virus VpaE1	0	KM657822	Escherichia phage vB_EcoM-VpaE1	dsDNA	Moved,	31	2016.031a-rB.A.v2.Ounavirinae	ICTVonline=20160180
174	Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Escherichia virus wV8	0	EU877232		dsDNA	Moved,	31	2016.031a-rB.A.v2.Ounavirinae	ICTVonline=20160181
175	Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Salmonella virus FelixO1	1			dsDNA	Moved,	31	2016.031a-rB.A.v2.Ounavirinae	ICTVonline=20160182
176	Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Salmonella virus HB2014	0	KP010413	Salmonella phage HB-2014	dsDNA	Moved,	31	2016.031a-rB.A.v2.Ounavirinae	ICTVonline=20160183
177	Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Salmonella virus Mushroom	0	KP143762	Salmonella phage Mushroom	dsDNA	Moved,	31	2016.031a-rB.A.v2.Ounavirinae	ICTVonline=20160184
178	Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Salmonella virus UAB87	0	JN225449	Enterobacteriaphage UAB_Phi87	dsDNA	Moved,	31	2016.031a-rB.A.v2.Ounavirinae	ICTVonline=20160185
179	Caudovirales	Myoviridae	Ounavirinae	Mooglevirus	Citrobacter virus Moogle	1	KM236239	Citrobacter phage Moogle	dsDNA	New,	31	2016.031a-rB.A.v2.Ounavirinae	ICTVonline=20164824
180	Caudovirales	Myoviridae	Ounavirinae	Mooglevirus	Citrobacter virus Mordin	0	KT363872	Citrobacter phage Mordin	dsDNA	New,	31	2016.031a-rB.A.v2.Ounavirinae	ICTVonline=20164825
181	Caudovirales	Myoviridae	Ounavirinae	Suspvirus	Escherichia virus SUSP1	1	KT454805	Escherichia phage phiSUSP1	dsDNA	New,	31	2016.031a-rB.A.v2.Ounavirinae	ICTVonline=20164826
182	Caudovirales	Myoviridae	Ounavirinae	Suspvirus	Escherichia virus SUSP2	0	KT454806	Escherichia phage phiSUSP2	dsDNA	New,	31	2016.031a-rB.A.v2.Ounavirinae	ICTVonline=20164827
183	Caudovirales	Myoviridae	Peduovirinae	Hp1virus	Aeromonas virus phiO18P	0			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160015
184	Caudovirales	Myoviridae	Peduovirinae	Hp1virus	Haemophilus virus HP1	1			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160016
185	Caudovirales	Myoviridae	Peduovirinae	Hp1virus	Haemophilus virus HP2	0			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160017
186	Caudovirales	Myoviridae	Peduovirinae	Hp1virus	Pasteurella virus F108	0			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160018
187	Caudovirales	Myoviridae	Peduovirinae	Hp1virus	Vibrio virus K139	0			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160019
188	Caudovirales	Myoviridae	Peduovirinae	Hp1virus	Vibrio virus Kappa	0			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160020
189	Caudovirales	Myoviridae	Peduovirinae	P2virus	Burkholderia virus phi52237	0			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160022
190	Caudovirales	Myoviridae	Peduovirinae	P2virus	Burkholderia virus phiE122	0			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160023
191	Caudovirales	Myoviridae	Peduovirinae	P2virus	Burkholderia virus phiE202	0			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160024
192	Caudovirales	Myoviridae	Peduovirinae	P2virus	Escherichia virus 186	0			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160025
193	Caudovirales	Myoviridae	Peduovirinae	P2virus	Escherichia virus P2	1			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160026
194	Caudovirales	Myoviridae	Peduovirinae	P2virus	Escherichia virus Wphi	0			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160027
195	Caudovirales	Myoviridae	Peduovirinae	P2virus	Mannheimia virus PHL101	0			dsDNA	Renamed,	31	2016.076aB.A.v2.1genus13sp_ren	ICTVonline=20160028
196	Caudovirales	Myoviridae	Peduovirinae	P2virus	Pseudomonas virus phiCTX	0			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160029
197	Caudovirales	Myoviridae	Peduovirinae	P2virus	Ralstonia virus RSA1	0			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160030
198	Caudovirales	Myoviridae	Peduovirinae	P2virus	Salmonella virus Fels2	0			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160031
199	Caudovirales	Myoviridae	Peduovirinae	P2virus	Salmonella virus PsP3	0			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160032
200	Caudovirales	Myoviridae	Peduovirinae	P2virus	Salmonella virus SopEphi	0			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160033
201	Caudovirales	Myoviridae	Peduovirinae	P2virus	Yersinia virus L413C	0			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160034
202	Caudovirales	Myoviridae	Spounavirinae	Kayvirus	Staphylococcus virus G1	0			dsDNA	Renamed,Moved,	30	2015.005a-gB.A.v3.Kayvirus	ICTVonline=20160037
203	Caudovirales	Myoviridae	Spounavirinae	Kayvirus	Staphylococcus virus G15	0	JQ686190	Staphylococcus phage G15	dsDNA	New,	30	2015.005a-gB.A.v3.Kayvirus	ICTVonline=20160038
204	Caudovirales	Myoviridae	Spounavirinae	Kayvirus	Staphylococcus virus JD7	0	JX878671	Staphylococcus phage JD007	dsDNA	New,	30	2015.005a-gB.A.v3.Kayvirus	ICTVonline=20160039
205	Caudovirales	Myoviridae	Spounavirinae	Kayvirus	Staphylococcus virus K	1			dsDNA	Renamed,Moved,	30	2015.005a-gB.A.v3.Kayvirus	ICTVonline=20160040
206	Caudovirales	Myoviridae	Spounavirinae	Kayvirus	Staphylococcus virus MCE2014	0	KJ888149	Staphylococcus phage MCE-2014	dsDNA	New,	30	2015.005a-gB.A.v3.Kayvirus	ICTVonline=20160041
207	Caudovirales	Myoviridae	Spounavirinae	Kayvirus	Staphylococcus virus P108	0	KM216423	Staphylococcus phage P108	dsDNA	New,	30	2015.005a-gB.A.v3.Kayvirus	ICTVonline=20160042
208	Caudovirales	Myoviridae	Spounavirinae	Kayvirus	Staphylococcus virus Rodi	0	KP027446	Staphylococcus phage phiIPLA-RODI	dsDNA	New,	31	2016.069a-wB.A.v5.Caudovirales_38sp	ICTVonline=20164828
209	Caudovirales	Myoviridae	Spounavirinae	Kayvirus	Staphylococcus virus S253	0	AB853330	Staphylococcus phage S25-3	dsDNA	New,	30	2015.005a-gB.A.v3.Kayvirus	ICTVonline=20160043
210	Caudovirales	Myoviridae	Spounavirinae	Kayvirus	Staphylococcus virus S25-4	0	AB853331	Staphylococcus phage S25-4	dsDNA	New,	31	2016.069a-wB.A.v5.Caudovirales_38sp	ICTVonline=20164829
211	Caudovirales	Myoviridae	Spounavirinae	Kayvirus	Staphylococcus virus SA12	0	AB903967	Staphylococcus phage phiSA12	dsDNA	New,	30	2015.005a-gB.A.v3.Kayvirus	ICTVonline=20160044
212	Caudovirales	Myoviridae	Spounavirinae	P100virus	Listeria virus A511	0			dsDNA	Renamed,Moved,	30	2015.012a-dB.A.v2.P100virus	ICTVonline=20160046
213	Caudovirales	Myoviridae	Spounavirinae	P100virus	Listeria virus P100	1	DQ004855	Listeria phage P100	dsDNA	Renamed,Moved,	30	2015.012a-dB.A.v2.P100virus	ICTVonline=20160047
214	Caudovirales	Myoviridae	Spounavirinae	Silviavirus	Staphylococcus virus Remus	1	JX846613	Staphylococcus phage vB_SauM_Remus	dsDNA	New,	30	2015.018a-dB.A.v2.Silviavirus	ICTVonline=20160049
215	Caudovirales	Myoviridae	Spounavirinae	Silviavirus	Staphylococcus virus SA11	0	JX194239	Staphylococcus phage SA11	dsDNA	New,	30	2015.018a-dB.A.v2.Silviavirus	ICTVonline=20160050
216	Caudovirales	Myoviridae	Spounavirinae	Silviavirus	Staphylococcus virus Stau2	0	KP881332	Staphylococcus phage Stau2	dsDNA	New,	31	2016.069a-wB.A.v5.Caudovirales_38sp	ICTVonline=20164830
